gnd_uri,gnd_id,cbdd_building,cbdd_item_url,bildindex_items_count
https://d-nb.info/gnd/4104563-4,4104563-4,"München, St. Johann Nepomuk, sog. Asamkirche",https://www.deckenmalerei.eu/5d7628b4-b9ce-4d66-bcc4-65ebf58c0fac,7
https://d-nb.info/gnd/4354156-2,4354156-2,"Landsberg am Lech, ehem. Ursulinenkloster",https://www.deckenmalerei.eu/b9650f0f-4ee7-4385-b194-3dcbed5da591,7
https://d-nb.info/gnd/4803528-2,4803528-2,"Greiz, Oberes Schloss",https://www.deckenmalerei.eu/fc254716-269d-42dd-aa65-0520bfbfc802,6
https://d-nb.info/gnd/4099873-3,4099873-3,"Ludwigsburg, Seeschloss Monrepos",https://www.deckenmalerei.eu/5e67eca0-c970-11e9-b5ad-295696610c6d,6
https://d-nb.info/gnd/4441047-5,4441047-5,"Fischbachau, Pfarrkirche St. Martin",https://www.deckenmalerei.eu/6353b9af-7876-4269-bab3-14b35ddca060,6
https://d-nb.info/gnd/1036714225,1036714225,"Hofhegnenberg, Schloss",https://www.deckenmalerei.eu/50c603ef-f42c-43f1-97d3-f15c54d0da14,6
https://d-nb.info/gnd/4525202-6,4525202-6,"Diestedde, Haus Crassenstein",https://www.deckenmalerei.eu/276cb18b-7c23-48e3-99a1-81fb38bb5152,6
https://d-nb.info/gnd/7593875-3,7593875-3,"Kassel, Orangerie",https://www.deckenmalerei.eu/1557f6e4-0585-420c-9177-eedd5e51583b,6
https://d-nb.info/gnd/4131052-4,4131052-4,"Stuttgart, Schloss Hohenheim",https://www.deckenmalerei.eu/b8659da0-ca5c-11e9-b3c7-c1f35c95f583,6
https://d-nb.info/gnd/4131927-8,4131927-8,"Brühl, Jagdschloss Falkenlust",https://www.deckenmalerei.eu/cc176370-b755-4d11-99df-a2bebfd5dda4,6
https://d-nb.info/gnd/4616334-7,4616334-7,"München, Ehem. Spitalkirche Hl. Geist",https://www.deckenmalerei.eu/964f969b-a782-4c7e-8760-d955f7a949f3,6
https://d-nb.info/gnd/4679960-6,4679960-6,"Egling a. d. Paar, Pfarrkirche St. Vitus",https://www.deckenmalerei.eu/0112a993-8479-42f7-8919-be4306d63e56,6
https://d-nb.info/gnd/7759837-4,7759837-4,"Kannawurf, Gut",https://www.deckenmalerei.eu/b344c5c9-8d69-4d49-aae4-b4504a132df5,5
https://d-nb.info/gnd/4239687-6,4239687-6,"München, Palais Holnstein",https://www.deckenmalerei.eu/27599607-85e2-46e7-8aac-722203237f9e,5
https://d-nb.info/gnd/4465087-5,4465087-5,"Leitheim, Schloss",https://www.deckenmalerei.eu/f67ae610-c802-11e9-8a8f-6315b3a88f02,4
https://d-nb.info/gnd/7725715-7,7725715-7,"Altenburg, Lusthaus ""Teehaus""",https://www.deckenmalerei.eu/f3a85cf0-b2ae-4d1b-9947-97a1ebd82ebe,4
https://d-nb.info/gnd/4629264-0,4629264-0,"Neustadt Rbge., Schloss Landestrost",https://www.deckenmalerei.eu/e343a532-0cce-48ac-9c99-0fb84109290c,4
https://d-nb.info/gnd/4264411-2,4264411-2,"Potsdam, Neues Palais",https://www.deckenmalerei.eu/0913492a-4e2a-4660-ab22-4f86ee905ada,4
https://d-nb.info/gnd/4306871-6,4306871-6,"Weimar,  ""Goethes Wohnhaus""",https://www.deckenmalerei.eu/d9b9c6a4-b759-4b07-a5e5-615c836a469c,4
https://d-nb.info/gnd/1035646-0,1035646-0,"Augsburg, Schaezlerpalais",https://www.deckenmalerei.eu/e93812a7-80f5-4808-9aa0-48393c5749b9,3
https://d-nb.info/gnd/4420022-5,4420022-5,"Weimar, Wittumspalais",https://www.deckenmalerei.eu/7180ef3e-3c61-44e0-8d7a-fdf8fa154875,3
https://d-nb.info/gnd/4833245-8,4833245-8,"Rudolstadt, Apanagesitz ""Ludwigsburg""",https://www.deckenmalerei.eu/d5e6153e-0379-4d36-af23-f82521da8f07,3
https://d-nb.info/gnd/4419763-9,4419763-9,"Bad Iburg, Schloss Iburg",https://www.deckenmalerei.eu/a660fe80-cafa-11e9-8011-4f35d9d770d6,3
https://d-nb.info/gnd/4104564-6,4104564-6,"München, Stadtpfarrkirche zu Unserer Lieben Frau, sog. Frauenkirche",https://www.deckenmalerei.eu/12854670-989e-4509-9675-53d2e988dcca,3
https://d-nb.info/gnd/4554421-9,4554421-9,"Meseberg, Rittergut „Schloss“ Meseberg",https://www.deckenmalerei.eu/cce67c0b-00b4-4b6b-bd23-6d1fc976219f,3
https://d-nb.info/gnd/7584394-8,7584394-8,"Kirchberg an der Jagst, Schloss",https://www.deckenmalerei.eu/b3098b5a-80e1-41a7-92db-8241bea97016,3
https://d-nb.info/gnd/4075050-4,4075050-4,"München, ehem. Jesuitenkolleg von St. Michael",https://www.deckenmalerei.eu/89da7a3b-2884-457a-9641-f454fa01ba60,3
https://d-nb.info/gnd/4193854-9,4193854-9,"München, Schloss Nymphenburg, Amalienburg",https://www.deckenmalerei.eu/9fbb5f33-3c97-4927-aeea-febed40a5957,3
https://d-nb.info/gnd/4534686-0,4534686-0,"Starnberg, Alte Pfarrkirche St. Joseph",https://www.deckenmalerei.eu/ca817ca3-a8ef-4a58-8bc5-34fa4772d185,3
https://d-nb.info/gnd/4726515-2,4726515-2,"Kempten, fürstbischöfliche Residenz",https://www.deckenmalerei.eu/232ccef7-8269-4e7e-bbf7-a3ffb5cd769a,2
https://d-nb.info/gnd/4362032-2,4362032-2,"Partenkirchen, Wallfahrts- u. Votivkirche St. Antonius",https://www.deckenmalerei.eu/83dc3b4d-3087-46fa-a5e8-35455143735e,2
https://d-nb.info/gnd/4546474-1,4546474-1,"St. Leonhard, Wallfahrtskirche St. Leonhard",https://www.deckenmalerei.eu/054de6d9-786b-450f-be29-887dabfc960f,2
https://d-nb.info/gnd/4279519-9,4279519-9,"Dresden, Schloss Pillnitz",https://www.deckenmalerei.eu/504d4e85-ee24-42b7-adf6-4ce6d139c2b4,2
https://d-nb.info/gnd/4740239-8,4740239-8,"Eching a. Ammersee, Pfarrkirche St. Peter und Paul",https://www.deckenmalerei.eu/439f9a2f-cc1e-4d39-a250-ae75efbeb544,2
https://d-nb.info/gnd/4495715-4,4495715-4,"Steingaden, ehem. Prämonstratenserabteikirche Johannes der Täufer",https://www.deckenmalerei.eu/6d04729c-0452-43a8-ad7f-46d02ec02b70,2
https://d-nb.info/gnd/4697185-3,4697185-3,"Oberzetzscha, Rittergut",https://www.deckenmalerei.eu/47e1e4a9-39ef-4408-a98e-e6d0d51a1d8a,2
https://d-nb.info/gnd/4362887-4,4362887-4,"Inning, Pfarrkirche St. Johannes Baptist",https://www.deckenmalerei.eu/57729b70-6e98-4077-8524-6452a508be7e,2
https://d-nb.info/gnd/4411205-1,4411205-1,"Raesfeld, Haus Raesfeld",https://www.deckenmalerei.eu/72a20934-2216-4425-bf04-2e91f11ac41a,1
https://d-nb.info/gnd/4130053-1,4130053-1,"München, Schloss Nymphenburg, Badenburg",https://www.deckenmalerei.eu/6b76c171-21b8-4f63-9e8e-19d661d078f1,1
https://d-nb.info/gnd/4766902-0,4766902-0,"Engers, Schloss",https://www.deckenmalerei.eu/4088adc4-8a96-4211-858a-acf5397cda64,1
https://d-nb.info/gnd/4354409-5,4354409-5,"Wintzingerode, Bodenstein",https://www.deckenmalerei.eu/a1e8742d-a1f2-4c4e-afd7-a52b3de2566d,1
https://d-nb.info/gnd/4394367-6,4394367-6,"Siegertsbrunn, Filial- und Wallfahrtskirche St. Leonhard",https://www.deckenmalerei.eu/ea8194ac-b084-41d9-a6c5-34383f992cbb,1
https://d-nb.info/gnd/4839437-3,4839437-3,"München, ehem. Klosterkirche St. Anna Damenstift",https://www.deckenmalerei.eu/06c40702-32fa-4187-9c9a-4fe54b146e46,1
https://d-nb.info/gnd/4550097-6,4550097-6,"Passau, Schloss Hacklberg",https://www.deckenmalerei.eu/8f444c10-c4c5-11e9-8385-59bf93401dce,1
https://d-nb.info/gnd/4555692-1,4555692-1,"Oettingen, Neues Schloss",https://www.deckenmalerei.eu/bcd3146a-531e-46b5-bc76-f82e52cd3849,1
https://d-nb.info/gnd/1038457084,1038457084,"Fürstenfeld, Ehem. Klostergebäude",https://www.deckenmalerei.eu/a01daf33-1af4-4e24-a7fb-786d6317d59b,1
https://d-nb.info/gnd/4795285-4,4795285-4,"Beuern, Pfarrkirche St. Michael",https://www.deckenmalerei.eu/a5969798-73a8-4526-925d-dff1d2669271,1
https://d-nb.info/gnd/4113353-5,4113353-5,"Dresden, Zwinger",https://www.deckenmalerei.eu/21a5320e-da2b-4f36-921a-972218357088,1
https://d-nb.info/gnd/7517889-8,7517889-8,"Heringen, Schloss",https://www.deckenmalerei.eu/9234bdb8-24bd-4025-9423-c755dad4d9ae,1
https://d-nb.info/gnd/4217227-5,4217227-5,"Kirchhellen-Feldhausen, Haus Beck",https://www.deckenmalerei.eu/a27a4a6a-ded6-473b-a69f-cae35d5cd163,1
https://d-nb.info/gnd/4659154-0,4659154-0,"Kühndorf, Johanniterburg",https://www.deckenmalerei.eu/f0768746-72c6-465f-adee-24fc77a91bcb,1
