nfdi_uri,label,year,parentLabel,subjects
https://www.deckenmalerei.eu/48837d6d-804d-41dc-b003-b34c1544cec0,"Ruthe, ehem. Lustschloss",1753-1755,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/49c1398b-f36d-43f0-84dc-f29ab4921ba8,"Marktheidenfeld, Franck-Haus",1745,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/49cf6ef1-75b8-4140-a864-cf17b18878c8,"München, Alte Mariahilfkirche",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/49d97050-7dee-44b1-92d9-21a8c0e8a5e9,Kornelimünster - Fürstabtei und Residenz,,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/49e988a8-6632-42a7-a4c0-57874312d98d,Die ehemalige Grotte im Garten,1713-1714,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4aa3622a-32a9-40d2-92d0-a55b2406650e,"Boos, Schlosskapelle","1679, Neubau 1716",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4b077c0e-52f4-4672-873a-0cc2fdcee1e6,"Wolfenbüttel, Alte Bibliothek",1705-1711,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4b18ebfb-e659-4193-9bc5-2d2b3d3bfd24,"Münster, ehem. Residenzschloss",1767-1784,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4b2c8a4f-ecad-44f5-a770-c3f0254b4d17,"München, Schloss Nymphenburg, Hauptschloss","1663-1675, 1701-1704, 1715-1719, 1755-1757, 1759, 1763/64",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4b5fbe80-c8c1-11e9-bacf-4d9aa20dadba,"Aldingen, Neues Schloss",1580,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4b9489f7-166b-43a1-885c-ac6f0a289b24,"Reichersdorf, Filialkirche St. Leonhard","mittelalterlich, 18. Jahrhundert",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4bc40894-aa94-4185-a346-f604208b4931,"Esting, Ehem. Benefiziatenhaus","vor 1744, 1750",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4bc97856-d293-400a-930a-d62304aa602d,"Unterammergau, Pfarrkirche St. Nikolaus",1709-1710,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4bef44ef-19da-43b5-90b2-1f94d52a0fba,"Augsburg, Köpfhaus",1578; Umbauten 1738/39,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4c4b674a-a685-42d5-8f02-c66ff5152bb7,"Weilburg, Obere Orangerie",1703-05,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4c54ad72-7130-43db-bcd7-6d9f210e4004,"Ramsach, Filialkirche St. Georg",1739-1744,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4c69635e-6f6b-45a0-9f8c-417d827b6565,"Raisting, Pfarrkirche St. Remigius","1694-1696, 1766-1782",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4ced495a-ba0a-4e40-b648-2e565ac66464,"Stade, Ratsweinkellerhaus",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4cf00064-cff1-4b96-9d2b-2fe55f4532f9,"Wewelsfleth, Hof Haß, Großwisch 9",1759,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4d35d95e-de63-463e-8814-f7bd7f8f4755,"Sulzbürg, Schlosskirche","1609, Neubau 1719-1723",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4d3e4bbb-de74-4287-a34e-dcf9e314d2dd,"Hohenzell, Filialkirche Mariä Heimsuchung","15. Jh., 1750/51",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4dacebb4-22d0-47b7-8a8b-b5f2f146b0d4,"Gnemern, Herrenhaus","1676–1682 nach einem Brand neu errichtet, 1740/60 Umbau, 19. Jh. Umbau",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4e286dd0-c4c3-11e9-8385-59bf93401dce,"Winsen, Schloss","1299, Umbau 1592/1617",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4e2ad5ac-938c-4663-a5db-ab94a8a6c873,"Straußberg, Burg",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4e75016e-d092-40f0-a80a-941f22444ab3,"Herzhorn, ehem. Hof Bahlmann",1597,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4e991965-fd74-46d8-8f9c-1f5f7bde25d9,"Bonndorf im Schwarzwald, Schloss und Priorat","1592–1595, 1723–1726",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4f31c621-2435-4bf4-a0eb-a113fbba8eb7,Decke aus Süddithmarschen aus der Nähe von Dingen,,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4f34fc8a-98ca-4e6a-afaa-edfdbe63bf03,"Andechs, ehem. Benediktinerabtei",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4f407955-6f68-4dfd-b248-2cc3899b2163,"Velen, sog. Schloss","1600, 1692, 1744-1745",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4f66d938-9794-4361-913b-a836ff11ceae,"Damp, Gut Damp","1690-1700, 1695-1720",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4f831cf4-7e7a-40f9-bcf0-35ea2c2396e2,"Kienberg, Kapelle St. Michael",1727,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4fbe56fc-8129-4fab-9e9e-832c5225cbf5,"Asch (Landsberg am Lech), Pfarrkirche St. Johannes Baptist",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5022e2b0-0fd1-4194-b311-76c06f0b97ed,"Schloß Neuhaus, Residenzschloss Schloss Neuhaus","1370, 1524-1526, 1534, 1548-1560, 1585-1591",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5042b284-ae86-445a-be4a-d78c3180f32b,"Schmalkalden, Schloss Wilhlemsburg",1584-1590,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/504d4e85-ee24-42b7-adf6-4ce6d139c2b4,"Dresden, Schloss Pillnitz","1720-1724, 1788, 1826",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/505996c8-b1f1-4426-a772-0fa6aed27162,"Hann. Münden, Welfenschloss",1571-1584,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5083d5e2-07e7-44ad-810a-f6eb3e9ddf17,"Ellwangen, Schwarzer Adler, Thurn- und Taxis'sche Posthalterei","1550, 1731, um 1750",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/50b08450-12b9-4889-8055-c38bf1aa7ac3,"München, Palais Tattenbach",um 1770,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/50bd2ca3-4cdd-4747-9f69-aeb8725bf9ee,"Solla, Schartenkirche","Erste Hälfte 12. Jhd., Erneuerung 1597 und 1879-1882 ",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/50bd2ca3-4cdd-4747-9f69-aeb8725bf9ee,"Solla, Schartenkirche","Erste Hälfte 12. Jhd., Erneuerung 1597 und 1879-1882 ",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/50c603ef-f42c-43f1-97d3-f15c54d0da14,"Hofhegnenberg, Schloss",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/50d1c766-f0d6-4e4f-a19e-1e41d655a3e9,"München, Bürgersaal",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/51da2f09-5b79-4430-b3ce-84772d39ac82,"Ellighofen, Filialkirche St. Stephan","um 1500, 18. Jh.",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/52a69715-c6c5-43a9-bda4-97bc5f5eae5e,"Dresden, Palais im Großen Garten",1678-1692,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/52b3a95e-094b-449f-8a69-9a9c402ccc42,"Wessobrunn, Pfarrkirche St. Johann Baptist",1757-1759,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/52c0257e-0e1f-4db0-9a0b-2291873ca96e,"Tüttendorf, Gut  Wulfshagen",1699,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/52c166a4-f367-40d0-9750-bd1f213d65f4,"Güstrow, Residenzschloss","Baubeginn 1558, Rohbau 1565 vollendet, drei der Flügel bis 1598 fertiggestellt, Nordflügel 1657, Schlossbrücke und Torhaus 1670/71",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/52f0cb6c-c640-459f-8fcb-cc399ca5b396,"Eisenach, Residenzschloss",1742-1750,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/52f7fd53-d932-4fbe-bb4e-b5afd76edb31,"Neuried (Kr. München), Kuratiekirche St. Nikolaus",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/531d72a2-5c96-43fb-9eab-1d31e47e6f98,"Erfurt-Egstedt, Jagdschloss Willrode","1754, 1768-1769, 1772",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/532f4dcf-67a8-475a-bca2-9015044672a3,"Berlin, Belvedere (Charlottenburg)","1788, 1799, 1913, 1956–1960",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5343ea25-c82e-4ec2-8bec-b8d38bc25972,"Eichenzell, Pavillon im Schlosspark",zwischen 1739 und 1754,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5350ce16-1039-4d1f-a59b-07f06e2055e5,"Landsberg am Lech, Filialkirche St. Johannes","1750/1752, 1754",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/53b9b590-c784-4995-885f-e9798a3dee3b,"Rheine, sog. Falkenhof",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/53f295e8-fb9e-44f6-b4d2-1b7568f88237,"Allgau bei Piesenkam, Kapelle St. Gregor der Große","1679-1689, 1772",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5455d4a5-c678-478c-9210-7d48980abdd5,"München, ehem. Spital- und Klosterkirche der Barmherzigen Brüder",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/54676127-aebc-4234-8268-6aaf41fd4b93,"Widdersberg, Filialkirche St. Michael","1521, 18. Jh.",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/54694a63-4297-4ecb-a0e8-1c2437d285c4,"Reisch, Filialkirche Mariä Himmelfahrt","spätgotisch, 1730",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5481a857-79ab-4760-b54f-a654bd539887,"Weimar, der ehemalige Chinesische Turm im Garten (heute Roter Turm in Belvedere)",1775,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/549b559d-2b3a-4524-a18e-6ef5f25ad048,"Biburg (Alling), Filialkirche Mariä Geburt","Spätgotik, 1740",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/55075e60-5099-4acd-942b-6a8b561da239,"Schleusingen, Schloss Bertholdsburg",1274-1800,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/55494062-1138-487c-9b82-5c65a2b074a2,"Kißlegg, Altes Schloss","1558, 1716–1718",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5561e70c-08de-4eea-b100-cc3d9fcc08b5,"Annaburg, Schloß Annaburg",1572-1575,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/558d6df9-8d14-4256-9748-9d689a617aae,"Hannover-Herrenhausen, westlicher Eckpavillon im Großen Garten",1707/08,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/55dff736-f570-4209-95f3-7ea1a2a2a632,"Ehrenbreitstein, ehem. Residenzschloss Philippsburg",1624-1629; 1801 zerstört,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/55e798a1-3a1b-4b78-b73b-201e36e30fec,"Neukirchen, Pfarrkirchen St. Dionysius","15. Jahrhundert, 1763",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/55e937dc-f00b-4c02-9957-aa1d059b29f3,"Landsberg am Lech, Heilig-Kreuz-Kirche","1752-1754, 1756",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/55ff2964-e0e3-47d5-9042-d4d827f59d52,"Gundelsheim, Schloss Horneck",1527-1533; 1724-1730,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/565ebae7-8a51-41e3-bcf2-28bfdfbe0c50,"Corvey, Fürstabtei und Residenz",1699-1721,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/56c8d9b6-f426-492f-b205-790b167cf5a5,"Torgau, Rosa-Luxemburg-Platz 4",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/56f74432-0da0-45a0-b37c-a715efa04716,"Thalham, Kapelle St. Florian",1769,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5736f908-8721-4dd6-a2e7-033b8cb58892,"Jedelstetten, Kapelle St. Nikolaus","nach 1700, ab 1768",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/574f64ff-0413-47c2-9517-4adbdebb244d,"Meersburg, Priesterseminar","1725–1735, 1763–1765",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/57729b70-6e98-4077-8524-6452a508be7e,"Inning, Pfarrkirche St. Johannes Baptist",1765-1767,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/581d0548-a5c7-4aad-b51f-521414ac5a00,"Greifswald, Lange Straße 49",um  1740,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/584863ad-983e-4872-b7b0-e6f3a3baab47,"Holzgünz, Schlosskirche",1571-1586,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/58bf3a30-c59f-11e9-9b89-139a7d3e65b8,"Neuharlingersiel, Sielhof",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/58ca4d66-0d43-4bde-a0ae-dbb0cec924dd,"Parsberg, Pfarrkirche St. Laurentius",1724,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/58e88d56-310c-4db0-9b40-453ed154d407,"Stade, Haus Sattelmacherstraße 10",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/59348826-7356-4c13-ab4e-ff788efb118b,"Mersch, Kapelle von Haus Venne",1710-1719 Hauptgebäude -1725 Nebengebäude,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/59cf5f39-8767-4ac2-adf8-487e7fc03dc8,"Veitshöchheim, Treillagenpavillon Herbst",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5a25c87d-6ecc-4bec-9b36-2f9f7ddd5504,"Oberschleißheim, Altes Schloss Schleißheim","1598-1600, 1616",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5a66e864-803b-4af1-bf1d-2253c1b302da,"Weimar, Palais Schardt","1597, 1674, 1743-1753",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5a77f63b-bf38-444a-8af5-f32145893b0e,"Bietigheim-Bissingen, Hornmoldhaus","1535–1536, 1556–1557",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5aa2b780-a83b-4efd-8817-6be5d331c9ce,"Hohenprießnitz, Rittergut",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5ac82233-d6a6-460f-8bb5-146a2a56edac,"Freyung, Schloss Wolfstein","Gründung Anfang 13. Jahrhunderts, Umbauten 1590 und 1778",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5ad56b28-7844-4801-8d9f-4d4a80495309,"Attendorn, Burg Schnellenberg","1291-1294, 1595-1609, 1658-1661, 1686-1694, 1708",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5b32c261-e990-4856-818d-9ca50a1ec001,"Kochel, Pfarrkirche St. Michael","gotisch, 1688-1689, 1725-1735, um 1780",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5b6521ac-13e3-4ddc-9e38-93e5d00b4a84,"Leutstetten, Filialkirche St. Alto","spätgotisch, 17. Jh., 1789",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5bc6051a-e560-4cf3-b8f8-fd631b5b3a55,"Kassel, ehem. Kunsthaus","1604, 1696-1698, 1709, 1747, 1884",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5be73895-6f50-4c01-8006-7c595aad6c21,"Markt Indersdorf, Marktkirche St. Bartholomäus","1200, 1711/16, 1734, 1739",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5c01b0b9-1cc7-46ec-b1c4-7e5f80ae91ce,"Saalfeld, sog. Franziskanerkloster",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5c578c4f-bb1e-4823-8724-6ceda6d1f58d,"Hamburg, Krayernkamp 10a",1615-1620,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5c907ad8-b33b-497a-96ac-5ed1b03c9ed4,"Absberg, Deutschordensamtsschloss",1725-1727,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5c9d3fe4-69f8-40c0-a6bd-b633de1e3687,"Friedrichswerth, Lustschloss",1677-1689,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5cca95a1-277e-4404-b9d1-f14958c9aacf,"Schleswig, Schloss Gottorf",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5cdbab52-2346-4b9e-bf79-92392ae66f10,"Hilgartsberg, Schlosskapelle St. Georg","Romanik, Umbauten 1585–1590 und 1659",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5d451fd2-4c3a-4fe7-b3d3-d29de68a4938,"Potsdam, Belvedere auf dem Klausberg (Sanssouci)",1770-1772,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5d7628b4-b9ce-4d66-bcc4-65ebf58c0fac,"München, St. Johann Nepomuk, sog. Asamkirche",1733-1746,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5e09abec-197d-4f0c-8e77-c419d18cbf57,"Kronburg, Schloss","Ende 12. Jhd., Wiederaufbau nach 1478, Umbau spätes 17. Jhd. und ab 1704",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5e41f21c-a819-4542-a783-87e94e7128fb,"Mannheim, Jesuitenkolleg","Datierung: 1738-1760, Zerstörung: 1943/1945, Wiederaufbau:1957-1960",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5e67eca0-c970-11e9-b5ad-295696610c6d,"Ludwigsburg, Seeschloss Monrepos",1760-1762,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5e961a22-b62c-4ef1-a0e9-0b736dacce3f,"Assumstadt, Schloss",1769,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5f522a37-5377-4ba8-b57e-9f945386aa75,"Weyarn, ehem. Augustiner-Chorherrenstift",17. Jahrhundert,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/5fa0e420-eefd-4127-bdbc-d9f7f35ee647,"Schlehdorf, Friedhofskirche Schmerzhafte Mutter Maria",1693,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6015b698-48f1-47f1-a9c0-6bf4cd67d1af,"Frauenried, Filialkirche Mariä Geburt","1. Hälfte 15. Jahrhundert, 1763",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/60572d90-86d4-40a6-a845-5185b4b5f2fa,"Bad Berleburg, Residenzschloss","1531, 1555-1557, 1731-1739, 1778-1784",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/606b1d49-0ecf-4e22-8248-5066e5700ade,"Holzhausen bei Buchloe, Pfarrkirche St. Johann Baptist und Johann Evangelist",1739,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/60bcca07-7e1b-4c90-a33f-88d25efb2eaa,"Moritzburg, Jagdschloß","1542-1546, 1582-86, 1661-1672, 1691-94, 1723-26, 1729-49",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/60c09f95-5f37-40c6-89bd-bd03e5d7f145,"Unterigling, Pfarrkirche St. Johann Baptist",1748-1755,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/60e035c8-1242-46f0-bcaa-7e6fccbe2a1a,"Schwarzburg, Kaisersaalgebäude",1697-1719,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/61c6420d-2db7-4a4b-a9e0-64ed3c3881a0,"Fellheim, Schloss","1635, Fundament 1557, Umbauten im 18. Jahrhundert und 1990",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/61f0503d-df3b-4480-beb9-15dffe4b1718,"Itzehoe, Prinzesshof","1569, 1674, 1744, 1753, 1810",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/62c919c8-2286-465b-9bc0-f07fb3d956df,"Hamm-Heessen, Haus Heessen","1440, 1625, 1780-1782, 1905-1908",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/62e87915-0f2d-43f4-859b-89636347a6be,"Dollrottfeld, Herrenhaus",1607-1609,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/62f7c11c-ca72-4c57-bf0c-15cc98364b22,"Bayersoien, Pfarrkirche St. Georg","spätgotisch, 1717",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/631c99cb-ccb9-4472-957d-fdbcf8dac4f7,"München-Mittersendling, Pfarrkirche St. Achaz",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/632612a4-cac1-4b23-921c-79845f1bab33,"Schwäbisch Hall, Am Markt 3, Löwenapotheke",1454/1455; 1743,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6353b9af-7876-4269-bab3-14b35ddca060,"Fischbachau, Pfarrkirche St. Martin","um 1100, 17. Jahrhundert, 1737-1738",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/63662f20-a683-42e0-a83f-a5ed7ce9d9f0,"Utting, Filial- und Wallfahrtskirche St. Leonhard",1707-12,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6367762a-5e89-4698-aa27-dea856fe6323,"München, Schloss Nymphenburg, Pagodenburg",1716-1719,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/637d0107-5566-4d75-87d8-a9ce6e2525a8,"Hannover-Linden, ehem. Altensches Rittergut (sog. Schloss)",1690-1692,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/63a9cbc4-0e89-4795-a230-2ac43fbd994a,"Münster, Dom Sankt Paulus",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/64243242-63a5-4cc6-80db-4e66dafab556,"Otting, Schlosskapelle Mater dolorosa",1702-1705,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/645f5a42-11f9-4dad-9a17-51399de862b9,"Bad Lobenstein, Christianenzell",1714,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/64a3390d-c770-4330-874e-12b83b91e23d,"Hildburghausen, ehem. Residenzschloss",1684-1705,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/64b95a1a-5331-4f41-ad46-bb89b9933fdd,"Reichmannsdorf, Schloss",1714-1730,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/64ce8f61-b1d1-4628-86b8-653699439b9f,"Fallersleben, Schloss",1520–1551,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/650bdafe-6fb7-415e-9559-f7b6ebe41f15,"Diemendorf, Filialkirche St. Margareta",vor 1739,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/653809b0-6e03-11ea-abfa-a5e9beee4aba,"Brüggen, Haus",1693,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/65465895-cced-436d-846a-77e9f5682de4,"Waltershausen, Schloss Tenneberg","1167, 1718-1729",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6593330b-053a-4039-95fd-43dc3eedb36e,"Waghäusel, Eremitage",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/65b53cfb-a312-4ff2-af9f-32edc011574a,"Schönbrunn, Filialkirche Hl. Kreuzauffindung","1723, 1726",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/65c3c6b4-cfdd-4d3c-84df-b938aae19bf4,"Altenburg, Haus Moritzstraße 6","1712-1715, 1748-1749",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/65e17138-8cf8-492b-b064-f30ac4cba9fc,"Neuburg am Inn, Schloss","11. Jhd, Wiederaufbau Anfang 14. Jhd., Umbau 1529",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/65f49f93-6068-4cd3-8c12-05a6a0e1cd1b,"Coburg, Schloss Ehrenburg",1690-1735,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/666aba20-7b88-41c3-9fd4-d90500df0061,"Bad Iburg, ehem. Benediktinerkloster",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/68052afd-c691-48bd-8aad-0655ed9bd7bc,"Lanzenhaar, Filialkirche St. Ulrich",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6866532b-6a74-49b4-a3c9-bea5d4fd63a0,"Wolfenbüttel, Schloss",1753/54,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/686ed7c6-0da6-49d6-9b0f-790ac5711830,"Kappel, Filial- u. Wallfahrtskirche Hl. Blut u. hl. Magdalena","1618-1619, 1680, 1750-1751, 1779",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/68ae9aca-51af-425f-a85c-4c05c3d8832c,"Schweinfurt, Hofanlage Metzgergasse 16","1570, 1595, 1732",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/68b4b52a-7308-4906-9e65-3b3a91b2d99d,"Walleshausen, Pfarrkirche Mariä Himmelfahrt","1466, 1732",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/691d0f25-769e-42bd-8c05-dc6fd544eabe,"Scherneck, Schlosskirche Sankt Matthias und Georg",um 1700,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/692dba50-9657-45b4-9cda-73baf846d15d,"Schwabhausen, Pfarrkirche Heilig Kreuz","1701/1703, 1720, 1779",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6947bd25-62eb-42f8-8396-6af8718df450,"Wahlstorf, Gut","1469-1924, 1704",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/69e94f56-3953-4a55-a79a-161bd2051aa8,"Neuenstein, Schloss",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6a064dd3-ad7f-428d-a17f-1bc308e702e5,"Harmsdorf, Güldenstein",1726-1728,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/6a2ada0c-a428-49c0-85f5-82cef4485530,"Zweibrücken, Hofgärtnerhaus",1740,,http://vocab.getty.edu/aat/300004792
