nfdi_uri,label,year,parentLabel,subjects
https://www.deckenmalerei.eu/2308a525-8d2e-4967-bb26-81622021e2f2,"Finnentrop, Haus Lenhausen","1660-1680, 1874, 1880, 1927",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/232ccef7-8269-4e7e-bbf7-a3ffb5cd769a,"Kempten, fürstbischöfliche Residenz",Baubeginn 1651,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/236fe600-eea9-4653-ae95-ed5b9444da0c,"Mainz, Deutschordenshaus",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/239decc2-1cd5-444d-a6e5-adf7b6a5f1aa,"Treben, Rittergut","1445, 1543, 1750",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/23a5b44e-c350-49c5-b214-755856203186,"Münster, Erbdrostenhof",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/23e122c9-08c6-450a-9476-6c4efc2c0c6f,"Keitum, Haus Uwe Peters (Sylt Museum)",1759,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2423043d-542c-4663-8594-bf918334b230,"Oranienburg, Schloss Oranienburg","um 1200, 1550, 1579, 1651-1653, 1688-1711",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/24719b53-5635-40bd-8aa7-0d22e5153ef9,"Hamburg, Landhaus Eichenlust","1734, 1794",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/25da2329-5966-4c88-8f9e-ed85c9fe16a0,"Nieblum, Haus Jacob Harresen",1751,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/25dbc226-5901-46f3-98ae-316437b429f9,"Schwäbisch Hall, Obere Herrngasse 7","1447/1448, 1755",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/25df8e84-8f72-4c9d-a072-fa04b21b4c9d,"Oggersheim, Schloss",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/25e28079-64d8-4432-9a47-3f8650ce64ff,"Schwabhausen, Kapelle St. Leonhard","1478, 16. Jh.",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/25e744c7-c7a4-45e0-a6d1-4b784eea004f,"Franzburg, Petersstraße 1–2",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/25e744c7-c7a4-45e0-a6d1-4b784eea004f,"Franzburg, Petersstraße 1–2",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/260b74f4-89b7-47c1-a17d-5f6ac55dcae4,"Burgk, Residenzschloss","1403, 1601, 1739-1751",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2630ce19-0bcf-4ac5-95d0-df23ea662b8e,"Hamburg, Valentinskamp 34","1644, 1750, 1772, 1856",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/26539537-bdc2-4c9d-89ca-3fb12e0f9138,"Bad Colberg-Heldburg, Veste Heldburg","1486-1510, 1550-1564",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/26cf033d-cb0e-47b3-bf1b-67a1a4eabd6f,"Erfurt, Katholische Neuwerkskirche Sankt Crucis (Ehemalige Augustinerchorfrauenkirche)",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/270759c1-d5eb-418a-875a-7eb003e6c1f1,"Hannover-Linden, Küchengartenpavillon",1748-1749,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2708b409-8fd5-4228-9ecc-54f683ed3e20,"Leipzig, Gohliser Schlösschen","1755-56, 1771-80",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/274329be-30d5-4104-8c7d-14f8fd92ebbb,"Hamburg, ehem. Haus Grimm 31",1500-1550,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/27599607-85e2-46e7-8aac-722203237f9e,"München, Palais Holnstein",1735-1737,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/276cb18b-7c23-48e3-99a1-81fb38bb5152,"Diestedde, Haus Crassenstein","1575-1600, 1840-1850",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2771dca7-9c20-4b90-8d43-a601e8736d22,"Bad Wildungen, Schloss Friedrichstein","Mittelalterliche Burg (davon Burgturm um 1550 erhalten), ab 1664 Um- und Neubau, 1707-1714 fertiggestellt, innen bis nach 1720",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/27c98f43-ca2b-4d99-ad55-dd6a22411933,"Hagen, Burg",1502-1507,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/27efd9b2-d275-4944-a03f-a8e2080bb03f,"Hanau, Schloss Philippsruhe",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/284af00a-294b-4ccf-9f49-925b86aec3dd,"Passau, Große Messergasse 6",ab 1679,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/284b91ae-6603-4f9f-bf5d-35a373cbb9ab,"Blieschendorf, ehem. Haus Höper","1575-1600, 1765-1775",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/28e21f9d-3fac-4720-8b40-5608a077f5c2,"Alb, Kapelle St. Anianus","1373, 18. Jahrhundert, 1765",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/28ffd31a-a0d7-471b-b60f-d1cb1b2ae954,"Wiesbaden, Schloss Biebrich",1701/1744,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/292e7608-2c4b-4986-9968-7a8cc659dcd8,"Burggen, Pfarrkirche St. Stephan","1679/83, 1777/78",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/294354ed-5443-4a76-a158-4620e8cff35f,"Rostock, Neuer Markt 16",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/295979be-d7f2-44a2-86f0-9f37a6bcf9bc,"Unterköditz, Rittergut",1740,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2971411b-4ad0-44e7-84b6-52b946683778,"Kreuzholzhausen, Pfarrkirche Hl. Kreuzauffindung/Inventio Crucis","erste Hälfte 17. Jhd., 1643, 1663/65, 1690, 1693, 1723, 1736, 1740, 1834, 1846",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2995b27f-0cce-4e6f-96c2-6764e3c381b5,"Schongau, Kreuzkapelle Hl. Kreuz","1617, 1690-1693, 1725",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/29ddba23-8dce-4cc1-8d7a-c2efcbe12bdc,"Kassel, Marmorbad",1722-1728 ,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2a014d89-547e-46bc-8a8e-805ec8b82a8e,"Balve, Haus Wocklum","1698-1706, 1708-1710, 1732-1752",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2a1c36e9-b84b-4c8f-ad4b-6367ce19a3bd,"Caputh, Schloss","1662, 1761",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2a2b8d2c-f868-4bed-9b48-90bcd5a02c9d,"Stralsund, Johanniskirchhof 5",um 1648,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2adb534e-efc7-4481-b0d7-dd38c481e94b,"Dornum, Norderburg",1698-1728,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2b77a3c7-1c25-4e1b-8aa7-e5efe04c91fc,"München, Gasthof zum Schwarzen Adler",seit 1529,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2bc8e230-c5a2-11e9-b229-6b499a37f581,"Hannover, ehem. Leineschloss","1637, 1680",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2bd6a694-3669-48e1-a723-8ea5e554e42c,"Lindau, ehemaliges fürstliches Damenstift",1732–1734 (Rohbau),,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2c4cdabc-1567-4137-a57a-73ad8300d1b5,"Kreuzberg, Kapelle Hl. Kreuz","1564, ca. 1715-1745",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2c58cd1b-fddf-466b-bd6e-c8051f0282bc,"Holzhausen, Filialkirche Inventio Crucis","1400, 1698",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2c8ed7b8-f388-4c7f-9594-6c200c2d63e1,"Strassbach, Filialkriche St. Ottilia von Hohenburg","1652, 1716-20, 1765",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2cf1c2e9-6da6-4af0-925b-f5d3b00fc275,"Schleswig, Heespenhof",1754,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2d0f6c9a-3db4-4b9b-af1f-3d3e49d0a2bc,"Krün, Kuratiekirche St. Sebastian",1760-1763,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2d1cb41b-5246-4354-94be-46dfc630d02b,"Brenken, Haus Erpernburg",1713-1725,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2d257f0a-bfd4-49f7-81bd-fb290a6a93ea,"Meiningen, Residenzschloss Elisabethenburg",1682-1692,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2d950bd4-8386-42fb-9d52-e9e16dda28d0,"Torgau, Scheffelstraße 1",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2d9e7ddb-87ac-4b65-91af-826b34c6cab0,"Bad Wurzach, Residenzschloss","1723-1728, um 1750",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2dfbb0ec-7de0-415d-9f37-ca34d0e42926,"Oranienbaum, Schloss","1683-85, 1698-1702, 18. Jahrhundert",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2e05854b-eee7-4d64-85db-840f304230b9,"Kleinberghofen, Pfarrkirche St. Martin","1655, 1663, 1694, 1764/65, 1933, 1978",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2e539934-5832-403a-b1c8-12c98d3bdbe5,"Koblenz, Schloss",1778-1786 ff.,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2f1c5627-f146-4fcf-a6c1-16d30e2ba73d,"Potsdam, Marmorpalais","1787-1791, 1797–1798, 1843-1846, 19. Jhd., ab 1988",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/2f995a2e-0a21-4f42-894d-c6c926fe8914,"Salzdahlum, Lustschloss mit Galerie und Orangerie","1688-1694, 1694-1710",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3001232e-b122-463e-9705-b5ae84ffabf7,"Nordkirchen, sog. Schloss",1703-1734,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/30269049-9f60-4ffc-868e-95be487c2dc6,"Königsdorf, Pfarrkirche St. Laurentius","spätgotisch, 1785-1786",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3071c8cf-d3e2-49c6-be94-757c8ec89e9a,"Panker, Gut Panker","1645-1655, 1695-1705, 1795-1805",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/31b510d2-18c2-4038-b077-cabe41fde450,"Kaufering, Pfarrkirche St. Johannes Baptist",1699-1704,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/31ed4977-ed7b-4f6c-bc91-f3da0f421d71,"Gern, St. Sebastian","1612, Mitte 18. Jahrhundert",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/322d14e4-e73d-4462-8ec3-a55fe1a97673,"Herringhausen, Haus Herringhausen",1720-1730,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/32690221-24a0-44aa-89f1-d5373eb8fb9d,"Arnstadt, Rathaus","1501, 1582-1586, 1753, 1826-1827",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/32cb2131-441d-4def-af4a-111c9200d657,"München (Berg am Laim), Pfarrkirche St. Stephan",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/331ec7d0-bb3d-4222-96ed-c6121f4c1009,"Eichenzell, Lustschloss Fasanerie","Kleines Jagdschloss um 1710, ab 1730 zu Sommerresidenz ausgebaut, bis ca 1757, Garten später verändert/Schloss nach 1800 renoviert",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3344e432-04b2-4254-9d4b-8312f004a953,"Indersdorf, Klostergebäude","1128, 1264, 1673/93, 1691, 1754/55",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3395535d-4909-413e-9e96-723dc258b203,"Hamburg, das ehem. Haus Sachsentor 21",1620-1630,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/33992d57-444c-4b8b-a0f7-eb4c947c1fc7,"Erlangen, Haus Buck, heute Besoldsches Haus",1733-1734,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/33b0252b-129f-4976-b3af-4402da889e7e,"Grünstadt, Leininger Oberhof",1716,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/343a5bcb-d5a2-49d5-8df3-bc9ce4506660,"Köngen, Schloss",1398; 1538/39; 1596; 1620; 1668,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/35294220-e6e0-4a8b-97c5-c32b6518dbdc,"Weimar, Witwensitz Gelbes Schloss","1702-1704, 1708",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3542fd30-ca5e-11e9-b3c7-c1f35c95f583,"Augsburg, Fürstbischöfliche Residenz","Mittelalterlich, 1690-1700; 1741-1754",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/35a35fa1-7f4c-4ce4-b686-5c2086be681a,"Meersburg, Neues Schloss",1710–1743,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/361169f5-f74e-48b2-8b23-a9c80c334b99,"München, Schloss Nymphenburg, Klosterkirche der Chorfrauen von Notre Dame",1734-39,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/364c2791-b713-49fb-81b0-77452f089b2f,"Kiel, das ehem. Haus Markt 21",1630-1630,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3662db20-7434-4d36-8af3-44b634200397,"Meuselwitz, ehem. Rittergut, sog. Schloss","1677, 1724-1726",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/368cc142-a561-487a-a992-546c6640b36b,"Sachsenkam, Pfarrkirche St. Andreas","spätgotisch, 1787",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3695568d-b6b0-4031-94ee-fb1d82946bfe,"Neustadt an der Waldnaab, Altes Schloss",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/371ef62e-1a0e-4f3a-8e6f-23029d601834,"Ottendichl, Pfarrkirche St. Martin",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3730ba6d-e8c1-444a-866f-2396c66f0260,"Körtlinghausen, sog. Schloss",1714-1730,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/373c5701-3d93-4a0b-9929-237eb13bf25a,"Greiling, Filialkirche St. Nikolaus",1728,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3783c3ad-4a3a-4fc8-8b9a-3920918c8018,"Büren, ehemalige Jesuitenkirche & Katholische Kirche Maria Immaculata",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/37f8fc6d-e6f5-4ad5-bfcc-ecc29462fa70,"Beuggen, Deutschordenskommende, Schlosskirche",1266/67; 1278; 1549; 1585–1598; 1752-1755,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3800468f-9b8a-494e-a4cd-e19fbd587300,"Jesenwang, Pestkapelle Maria Trost","1651, 1751, 1983/84",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3847a19d-0b7d-43aa-986a-7f4d780a1109,"Gotha, Residenzschloss Friedenstein",1643-1656,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3866d677-7c57-46c1-af5a-695d0e655fc3,"Walchsing, Schloss","1459, Umbauten zwischen 1557 und 1583",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/386bf33e-16a2-40d0-b1e2-851fa5517232,"Alverskirchen, Haus Brückhausen",1601,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/387ab475-458b-4fd3-bb39-ba49792d1c27,"Quedliburg, sog. Fleischhof",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/387e5baa-1044-4c3a-bc35-012078d828d8,"Hadamar, Residenzschloss","Nord- und Ostflügel ab 1566, ab 1612 Ausbau, Südflügel ",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3961b6d6-c168-4f66-9de5-90e5644a8f9a,"München-Moosach, Alte Pfarrkirche St. Martin",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/39975baf-1aca-4cd9-8d7c-3e0d57f89918,"Lauterbach, Pfarrkirche St. Alban",1760,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3a3c9b9a-36e7-4fa4-95d2-f251f1e12a16,"Kletkamp, Gut","1547, 1703",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3a531cdd-94a6-4e06-bd9f-88e8316de502,"Steinebach, Filialkirche St. Martin",1736,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3a6d0d3d-587a-4e86-b4a1-5f233b155cb2,"Ainhofen, Filial- und Wallfahrtskirche Mariä Empfängnis","Mittelalterlich, 1682, 1717",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3b07b010-f7e7-4c92-a360-fd675dbfd2fb,"Dresden, Palais Hoym-Riesch","1739–42, nach 1760, nach 1766, 1777",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3b2c8096-0d6a-457b-85fc-69b49788cd13,"Morsum, Haus Hansen",1680,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3b8da76e-53f4-4100-9694-2b85ed5ab61d,"Starnberg, Kurfürstliches Prunkschiff ""Bucentaur""",1662/1663,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3bad0d89-f53b-4240-b1f3-58235e5c5d8d,"Unterföhring, Pfarrkirche St. Valentin",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3bcea1f7-b333-4a68-98a6-b0120e04357d,"Schwäbisch Hall, Haus Sandel, Marktstraße 9",um 1730,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3c52c83c-9341-4862-8f5f-017cd623ed10,"Wörth an der Donau, Schloss",1676,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3c7bd9c1-8278-4c95-a8ef-4f491a70dea6,"Zell (Schäftlarn), Filialkirche St. Michael",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3c7e5b0d-04d9-4f7d-a5f9-7f00cd9a440b,"Hohenpeißenberg, Gnadenkapelle der Pfarr- und Wallfahrtskirche Mariä Himmelfahrt","1514, 1615-1619, 1747-1748",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3cd82186-8931-4f8c-84de-f831d3fb579e,"Dresden, Residenzschloss",1547-1556,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3cf3aa65-486e-4897-940d-ade7e741fe28,"München-Bogenhausen, Filialkirche St. Georg",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3d0a9059-13b1-409b-ad76-2b63afabe9a7,"Herten, Haus Herten","1520-1620, 1650, 1687-1702",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3d2ebf53-daa4-44bc-89f4-7862cf59b154,"Günding, Filialkirche St. Vitus",1696-98,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3d6fbf7c-df73-4116-9c4b-04b0ce2f2dde,"Römhild, Schloss Glücksburg","1465-1491, Umbau 1703/04",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3d70e46a-15c5-432d-8e25-06fe33dac285,"München, ehem. Hofgartengalerie",1777-1783,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3d74f7fd-1b01-44c2-a942-d67f16f3a749,"Wabern, Jagdschloss (Karlshof)",1701-1704,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3da2831e-ddbc-423a-b710-2ed4373cb05d,"Dresden, Opernhaus am Taschenberg","1664-1667, 1685-1686",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3dde6581-082e-4415-a515-ec8feaafba31,"Tegernsee, ehem. Benediktinerabtei",17. Jahrhundert,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3de8a2f3-2d06-4ef8-b717-909df87abcef,"Osnabrück, ehem. Residenzschloss",1668-1673,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3e2ed962-aeca-4c13-91ac-41c7f6f16335,"Pflugdorf, Filialkirche St. Laurentius",vor 1756,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3e41eb7b-ba08-4105-8b1a-68cb8efa7a8b,"Hamburg, Landhaus ""Glockenhaus""","1595-1605, 1780-1785",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3ee49181-44c1-4f84-9bba-d96a446899be,"Pirna, Markt 16",1589,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3f652fa5-e79b-4b5f-955b-9288e775391b,"München, Kapelle im ehem. Kloster am Lilienberg",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/3fd3e7eb-1041-480f-9be5-840c7ae050d9,"Weikersheim, Schloss, Gärtnerhaus",1708-1709,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/401423e5-5045-467e-a264-63c4bc24917d,"Seefeld, Schlosskapelle St. Johann Baptist","1479, 1776",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/40509087-1c3d-439f-94c9-92c81916fb19,"Bissendorf, Ledenburg",1618-1627,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4058484c-28f9-4f7c-8b76-341d3df27932,"Regenburg, Lederergasse 25",Umbau: 1732,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4088adc4-8a96-4211-858a-acf5397cda64,"Engers, Schloss",1759-1762,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/40f7585c-f4c9-49ce-922b-0ad3c33eb46d,"Celle, Residenzschloss","um 1550, Umbau 1665-1705",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/412c78c3-782b-49f9-9322-ccdde18c45dd,"Schönach, Schloss",1702,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/417851a4-781a-4f18-b3ba-a31a9248a703,"Ballenstedt, Residenzschloss","1530, 1627-1676, 1692-1705, 1748, 1766-1773, 1834-1835",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/41a74b8a-91d3-4d76-b6ef-9de908bac763,"Höhenkirchen, Pfarrkirche Mariä Geburt",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/41bc15be-de47-4456-8984-3579a98687e5,"Bayreuth, Neues Schloss","Kernbau: ab 1744, Datierung: 1753-1755, Erweiterung: 1757, Erweiterung: 1759-1762, Erweiterung: 1764",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/41c88914-d8f2-4d61-924f-97f8e37967cc,"Kirchberg an der Jagst, Gartenhaus Hochheimer (Tischbeinhäuschen)",1753,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/42025928-f566-42eb-8259-117fabab5c56,"Unterweikertshofen, Filialkirche St. Gabinus","1608, 1709, 1910",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/424b9c04-6acd-46d1-b112-686c6a97d86d,"Augsburg, Schnurbeinhaus",Gotik - 25. Februar 1944,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4261600b-c8e1-40b8-8eb2-71cd8235d4da,"Das sog. Frommannsche Anwesen in Jena, Fürstengraben 18","1565-1575, 1830-1844, 1876",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/42abd99c-9bd8-4b28-89eb-7bc77d423084,"Regensburg, Weiße-Hahnengasse 1/3",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/42d5dd5c-1cfc-44a6-b4a9-4325120d2e84,"Jena, Haus Schlossgasse 1",1596,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/430528d9-5878-491a-b494-953058e69e6e,"Braunschweig, ehem. Korbsches Haus",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/43414e37-99c5-4674-ba4a-c5fb707fca07,"Bökenförde, Haus Schwarzenraben",1748-1765,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/439f9a2f-cc1e-4d39-a250-ae75efbeb544,"Eching a. Ammersee, Pfarrkirche St. Peter und Paul",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/43be7386-1d7f-4ec3-8637-eae52e976030,"Stördorf, Hof Reimers",1750-1800,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/447ee499-b336-49c6-aead-67f468999041,"Seehausen, Pfarrkirche St. Michael",1774-1775,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/45113303-6ec4-4d6a-a077-cbde9dd6e599,"​​Pirna, Kirchplatz 4",16. Jahrhundert,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/454d7e9c-fc0d-46df-95f1-11b6840daf4d,"Zeitz, Schloss Moritzburg",1657-1678,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/457c6d9a-5b58-4c84-ae78-4f8ae34425e0,"Weesenstein, Schloss","16. Jh., 1719-1747",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/45ca47b8-c30b-4a35-9718-523b2f24d374,"Weißenfels, Schloss Neu-Augustusburg",1660-1692/1694,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/45ff2470-c5a7-11e9-b229-6b499a37f581,"Braunschweig, Schloss Richmond",1768-69,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/463193b8-6ae5-420d-8cb8-3b0e92c7acf1,"Ranis, Brandenstein",1698-1705,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/46d47900-c5ab-11e9-b229-6b499a37f581,"Aschendorf, Haus Altenkamp",1728-36,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4722add0-fe5f-463c-8545-250eeb2f3496,"Wangels, Gut Farve","1480, 1697-1710, 1837",,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/4766e079-e381-4968-ba8d-64dcc90b3d4f,"Hohenschäftlarn, Pfarrkirche St. Georg",,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/47b5f130-6153-49d8-87b8-edf3a40eca39,"Augsburg, Gartenpavillon auf dem Rugendas-Anwesen",vor 1695 bis nach 1949,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/47c0b011-5bd4-4f3e-8675-f516853366c5,"Wolkramshausen, Rittergut Hue de Grais",1665-1764,,http://vocab.getty.edu/aat/300004792
https://www.deckenmalerei.eu/47e1e4a9-39ef-4408-a98e-e6d0d51a1d8a,"Oberzetzscha, Rittergut",1567,,http://vocab.getty.edu/aat/300004792
